ID,WBS,任务名称,任务类型,工期,开始时间,完成时间,前置任务,资源名称,责任部门,供应商,审核人/审批组,风险等级,里程碑,交付物,备注,所属视图分类,阶段门编号,是否关键路径控制,版本控制对象,变更等级,联调启动条件,是否H5重点展示,阶段门名称,放行/阻断规则,合同/付款控制口径,H5诊断规则,执行说明
356,8.13.5,生产进度看板-缺陷修复,修复,4工作日,2027-01-13,2027-01-18,355,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,进度看板,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
357,8.14,PLM,摘要,,2026-12-14,2027-01-19,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
358,8.14.1,PLM-MES接口-详细需求确认,需求,5工作日,2026-12-14,2026-12-18,,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
359,8.14.2,PLM-MES接口-详细设计,设计,5工作日,2026-12-21,2026-12-25,358,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
360,8.14.3,PLM-MES接口-配置/开发,开发,8工作日,2026-12-28,2027-01-06,359,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
361,8.14.4,PLM-MES接口-单元测试,测试,5工作日,2027-01-07,2027-01-13,360,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
362,8.14.5,PLM-MES接口-缺陷修复,修复,4工作日,2027-01-14,2027-01-19,361,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
363,8.15,ERP,摘要,,2026-12-17,2027-01-22,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
364,8.15.1,ERP-MES接口-详细需求确认,需求,5工作日,2026-12-17,2026-12-23,,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
365,8.15.2,ERP-MES接口-详细设计,设计,5工作日,2026-12-24,2026-12-30,364,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
366,8.15.3,ERP-MES接口-配置/开发,开发,8工作日,2026-12-31,2027-01-11,365,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
367,8.15.4,ERP-MES接口-单元测试,测试,5工作日,2027-01-12,2027-01-18,366,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
368,8.15.5,ERP-MES接口-缺陷修复,修复,4工作日,2027-01-19,2027-01-22,367,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
369,8.16,流程导向低代码平台,摘要,,2026-12-22,2027-02-22,,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
370,8.16.1,流程导向低代码平台-首批场景范围确认,需求,6工作日,2026-12-22,2026-12-29,,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,高,否,流程导向低代码平台,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
371,8.16.2,流程导向低代码平台-平台方案设计,设计,6工作日,2026-12-30,2027-01-06,370,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,高,否,流程导向低代码平台,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
372,8.16.3,流程导向低代码平台-流程表单配置,开发,12工作日,2027-01-07,2027-01-22,371,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,高,否,流程导向低代码平台,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
373,8.16.4,流程导向低代码平台-业务台账与审批流配置,开发,10工作日,2027-01-25,2027-02-05,372,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,高,否,流程导向低代码平台,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
374,8.16.5,流程导向低代码平台-平台基础能力测试,测试,6工作日,2027-02-08,2027-02-15,373,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组;数据质量工作组,高,否,流程导向低代码平台,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
375,8.16.6,流程导向低代码平台-平台基础能力验收,验收,5工作日,2027-02-16,2027-02-22,374,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组;数据质量工作组,高,否,流程导向低代码平台,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,是,,,,是,,,作为验收或付款资料的一部分，需保留评审、验收或问题闭环证据。,,
376,8.17,MES,摘要,,2026-12-28,2027-02-02,,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
377,8.17.1,MES-低代码平台接口-详细需求确认,需求,5工作日,2026-12-28,2027-01-01,,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,中,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
378,8.17.2,MES-低代码平台接口-详细设计,设计,5工作日,2027-01-04,2027-01-08,377,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,中,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
379,8.17.3,MES-低代码平台接口-配置/开发,开发,8工作日,2027-01-11,2027-01-20,378,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,中,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
380,8.17.4,MES-低代码平台接口-单元测试,测试,5工作日,2027-01-21,2027-01-27,379,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组;数据质量工作组,中,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
381,8.17.5,MES-低代码平台接口-缺陷修复,修复,4工作日,2027-01-28,2027-02-02,380,MES工作组,MES工作组,MES供应商;低代码平台供应商,MES工作组组长,中,否,接口,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
382,8.99,MES一期系统集成测试,摘要,,2027-03-01,2027-05-21,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
383,8.99.1,MES一期系统集成测试,测试,15工作日,2027-03-01,2027-03-19,,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,系统测试报告,关键节点前显式设置缓冲,,,,,,,是,,,,,
384,8.99.2,MES一期用户培训材料编制,培训,5工作日,2027-03-22,2027-03-26,383,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,培训材料,关键节点前显式设置缓冲,,,,,,,,,,,,
385,8.99.3,MES一期关键用户培训,培训,8工作日,2027-03-29,2027-04-07,384,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,培训记录,关键节点前显式设置缓冲,,,,,,,,,,,,
386,8.99.4,MES一期上线前风险缓冲,缓冲,10工作日,2027-04-08,2027-04-21,385,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,缓冲记录,关键节点前显式设置缓冲,,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
387,8.99.5,MES一期试运行开始,里程碑,0工作日,2027-04-22,2027-04-22,386,MES工作组,MES工作组,MES供应商,项目决策组,高,是,试运行启动单,关键节点前显式设置缓冲,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
388,8.99.6,MES一期试运行与问题整改,试运行,15工作日,2027-04-23,2027-05-13,387,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,试运行报告,关键节点前显式设置缓冲,,,,,,,是,,,,,
389,8.99.7,MES一期正式上线,里程碑,0工作日,2027-05-14,2027-05-14,388,MES工作组,MES工作组,MES供应商,项目决策组,高,是,正式上线报告,关键节点前显式设置缓冲,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
390,8.99.8,MES一期验收,验收,5工作日,2027-05-17,2027-05-21,389,MES工作组,MES工作组,MES供应商,项目决策组,高,否,一期验收报告,关键节点前显式设置缓冲,,,是,,,,是,,,作为验收或付款资料的一部分，需保留评审、验收或问题闭环证据。,,
391,9,全系统集成联调与现场推广,摘要,,2027-04-03,2028-01-25,,信息化项目组,信息化项目组,,,中,否,,跨系统联调、现场推广、数据治理常态化,,,,,,,,,,,,
392,9.0,全系统联调启动准备,摘要,,2027-04-03,2027-04-28,,信息化项目组,信息化项目组,,信息化项目管理工作室,高,否,联调启动条件包,WBS9必须条件驱动，不得日期驱动。,G9_Ready,,是,,,总包,是,,,,,
393,9.0.1,核心招采联调准备确认,里程碑,0工作日,2027-04-03,2027-04-03,24,信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,是,核心招采联调准备确认单,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,,是,,,招采,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
394,9.0.2,测试环境资源与访问矩阵确认,评审,3工作日,2027-04-06,2027-04-08,195,信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,否,测试环境资源表、访问矩阵,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,G4,是,,,环境/访问,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
395,9.0.3,主数据V1.1联调版冻结确认,里程碑,0工作日,2027-04-09,2027-04-09,159,信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,是,主数据V1.1、交底签收单,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,G3,是,,,主数据,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
396,9.0.4,接口规格冻结与版本锁定,里程碑,0工作日,2027-04-12,2027-04-12,157,信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,是,接口规格冻结单,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,,是,,,接口,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
397,9.0.5,集成过渡期规则中心可用确认,验收,3工作日,2027-04-13,2027-04-15,184,信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,否,规则中心可用性确认单,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,,是,,,规则中心,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
398,9.0.6,备份Agent安装与首次备份验证,验收,3工作日,2027-04-16,2027-04-20,195,信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,否,首次备份验证记录,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,G5,是,,,备份,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
399,9.0.7,关键接口冒烟测试,测试,3工作日,2027-04-21,2027-04-23,"393,394,395,396,397,398",信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,否,冒烟测试报告,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,,是,,,接口测试,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
400,9.0.8,WBS9联调启动评审,评审,3工作日,2027-04-26,2027-04-28,"393,394,395,396,397,398,399",信息化项目组,信息化项目组,,项目决策组;信息化项目管理工作室,高,否,联调启动评审纪要,9.0.8未通过前不得进入跨系统业务场景联调。,G9_Ready,,是,,,总包,是,,,,,信息化项目组统筹联调启动条件核验；对应工作组提供招采、环境、主数据、接口、规则中心、备份和冒烟测试证据，项目决策组按阶段门口径放行。
461,9.1,主数据与跨系统接口联调,摘要,,2027-05-03,2027-07-29,,信息化项目组,信息化项目组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
401,9.1.1,PLM主数据标准映射联调,联调,10工作日,2027-05-03,2027-05-14,400,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,联调报告,按最终执行版统一口径：本期不使用“MDM平台联调”表述，改为主数据标准映射/一致性校验/规则接口校验。,G9_Ready,,,,,,是,,,,,信息化项目组统筹联调节奏和问题台账；对应系统工作组负责本系统接口场景、供应商负责接口适配，MDM工作组负责主数据口径，数据质量工作组按复核口径抽审。
402,9.1.2,ERP主数据一致性联调,联调,10工作日,2027-05-17,2027-05-28,401,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,联调报告,按最终执行版统一口径：本期不使用“MDM平台联调”表述，改为主数据标准映射/一致性校验/规则接口校验。,G9_Ready,,,,,,是,,,,,信息化项目组统筹联调节奏和问题台账；对应系统工作组负责本系统接口场景、供应商负责接口适配，MDM工作组负责主数据口径，数据质量工作组按复核口径抽审。
403,9.1.3,MES主数据一致性校验,联调,10工作日,2027-05-31,2027-06-11,402,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,联调报告,按最终执行版统一口径：本期不使用“MDM平台联调”表述，改为主数据标准映射/一致性校验/规则接口校验。,G9_Ready,,,,,,是,,,,,信息化项目组统筹联调节奏和问题台账；对应系统工作组负责本系统接口场景、供应商负责接口适配，MDM工作组负责主数据口径，数据质量工作组按复核口径抽审。
404,9.1.4,PLM-MES集成联调,联调,12工作日,2027-06-14,2027-06-29,403,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,联调报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,是,,,,,信息化项目组统筹联调节奏和问题台账；对应系统工作组负责本系统接口场景、供应商负责接口适配，MDM工作组负责主数据口径，数据质量工作组按复核口径抽审。
405,9.1.5,ERP-MES集成联调,联调,12工作日,2027-06-30,2027-07-15,404,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,联调报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,是,,,,,信息化项目组统筹联调节奏和问题台账；对应系统工作组负责本系统接口场景、供应商负责接口适配，MDM工作组负责主数据口径，数据质量工作组按复核口径抽审。
406,9.1.6,MES-低代码平台集成联调,联调,10工作日,2027-07-16,2027-07-29,405,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,联调报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,是,,,,,信息化项目组统筹联调节奏和问题台账；对应系统工作组负责本系统接口场景、供应商负责接口适配，MDM工作组负责主数据口径，数据质量工作组按复核口径抽审。
462,9.2,跨系统业务场景测试与整改,摘要,,2027-07-30,2027-10-05,,信息化项目组,信息化项目组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
407,9.2.1,跨系统业务场景测试-订单到计划,测试,8工作日,2027-07-30,2027-08-10,406,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,场景测试报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹跨系统业务场景测试；业务场景对应工作组负责场景确认，供应商负责缺陷修复，数据质量工作组复核数据一致性和问题闭环证据。
408,9.2.2,跨系统业务场景测试-工艺到执行,测试,8工作日,2027-08-11,2027-08-20,407,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,场景测试报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹跨系统业务场景测试；业务场景对应工作组负责场景确认，供应商负责缺陷修复，数据质量工作组复核数据一致性和问题闭环证据。
409,9.2.3,跨系统业务场景测试-质量闭环,测试,8工作日,2027-08-23,2027-09-01,408,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,场景测试报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹跨系统业务场景测试；业务场景对应工作组负责场景确认，供应商负责缺陷修复，数据质量工作组复核数据一致性和问题闭环证据。
410,9.2.4,跨系统业务场景测试-物料齐套,测试,8工作日,2027-09-02,2027-09-13,409,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,场景测试报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹跨系统业务场景测试；业务场景对应工作组负责场景确认，供应商负责缺陷修复，数据质量工作组复核数据一致性和问题闭环证据。
411,9.2.5,全系统集成联调问题整改,整改,15工作日,2027-09-14,2027-10-04,410,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,高,否,问题整改清单,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,是,,,,,信息化项目组统筹跨系统业务场景测试；业务场景对应工作组负责场景确认，供应商负责缺陷修复，数据质量工作组复核数据一致性和问题闭环证据。
412,9.2.6,全系统集成联调完成,里程碑,0工作日,2027-10-05,2027-10-05,411,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,数据质量工作组;项目决策组,高,是,联调完成确认单,2027年重点：联调、常态化治理、生产现场推广,Gate,,是,,,数据质量/推广/治理验收,是,,,,,信息化项目组统筹跨系统业务场景测试；业务场景对应工作组负责场景确认，供应商负责缺陷修复，数据质量工作组复核数据一致性和问题闭环证据。
463,9.3,现场推广与培训,摘要,,2027-10-06,2027-12-27,,信息化项目组,信息化项目组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
413,9.3.1,生产现场推广方案,推广,8工作日,2027-10-06,2027-10-15,412,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,推广方案,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹推广计划和培训节奏；对应业务部门和系统工作组负责现场确认，供应商负责培训材料和问题响应。
414,9.3.2,试点产线推广,推广,15工作日,2027-10-18,2027-11-05,413,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,试点推广报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹推广计划和培训节奏；对应业务部门和系统工作组负责现场确认，供应商负责培训材料和问题响应。
415,9.3.3,多部门现场培训,培训,10工作日,2027-11-08,2027-11-19,414,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,培训记录,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹推广计划和培训节奏；对应业务部门和系统工作组负责现场确认，供应商负责培训材料和问题响应。
416,9.3.4,全面推广与运行跟踪,推广,25工作日,2027-11-22,2027-12-24,415,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,信息化项目管理工作室,中,否,推广跟踪报告,2027年重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹推广计划和培训节奏；对应业务部门和系统工作组负责现场确认，供应商负责培训材料和问题响应。
417,9.3.5,生产现场全面推广完成,里程碑,0工作日,2027-12-27,2027-12-27,416,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,数据质量工作组;项目决策组,高,是,推广完成确认单,2027年重点：联调、常态化治理、生产现场推广,Gate,,是,,,数据质量/推广/治理验收,是,,,,,信息化项目组统筹推广计划和培训节奏；对应业务部门和系统工作组负责现场确认，供应商负责培训材料和问题响应。
464,9.4,数据治理常态化,摘要,,2027-12-28,2028-01-25,,信息化项目组,信息化项目组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
418,9.4.1,数据治理常态化机制设计,管理,10工作日,2027-12-28,2028-01-10,417,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,数据质量工作组;项目决策组,中,否,机制文件,重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹机制固化；MDM工作组维护主数据规则版本，数据质量工作组负责月度审计、复核和闭环跟踪。
419,9.4.2,月度数据质量审计机制运行,管理,10工作日,2028-01-11,2028-01-24,418,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,数据质量工作组;项目决策组,中,否,质量审计报告,重点：联调、常态化治理、生产现场推广,G9_Ready,,,,,,,,,,,信息化项目组统筹机制固化；MDM工作组维护主数据规则版本，数据质量工作组负责月度审计、复核和闭环跟踪。
420,9.4.3,数据治理常态化机制验收,里程碑,0工作日,2028-01-25,2028-01-25,419,信息化项目组,信息化项目组,MDM工作组;PLM供应商;MES供应商;用友U8,数据质量工作组;项目决策组,高,是,机制验收报告,重点：联调、常态化治理、生产现场推广,Gate,,是,,,数据质量/推广/治理验收,是,,,,,信息化项目组统筹机制固化；MDM工作组维护主数据规则版本，数据质量工作组负责月度审计、复核和闭环跟踪。
421,10,AI应用深化、驾驶舱与总体验收,摘要,,2027-05-03,2028-01-31,,信息化项目组,信息化项目组,,,中,否,,深化数字员工、知识库、驾驶舱，2028年1月底总体验收,,,,,,,是,,,,,
465,10.1,AI应用与数字员工试点,摘要,,2027-05-03,2027-09-16,,信息化项目组,信息化项目组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
422,10.1.1,项目文档知识库深化,AI应用,15工作日,2027-05-03,2027-05-21,,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,中,否,项目文档知识库,2026先支撑数据治理沉淀和知识库，2027深化数字员工,,,,,,,,,,,,
423,10.1.2,代码库问答与审查助手试点,AI应用,15工作日,2027-05-24,2027-06-11,422,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,中,否,代码库问答助手,2026先支撑数据治理沉淀和知识库，2027深化数字员工,,,,,,,,,,,,
424,10.1.3,测试用例生成试点,AI应用,10工作日,2027-06-14,2027-06-25,423,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,中,否,测试用例生成报告,2026先支撑数据治理沉淀和知识库，2027深化数字员工,,,,,,,,,,,,
425,10.1.4,项目周报/风险台账自动生成试点,AI应用,10工作日,2027-06-28,2027-07-09,424,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,中,否,周报与风险台账试点,2026先支撑数据治理沉淀和知识库，2027深化数字员工,,,,,,,,,,,,
426,10.1.5,数字员工场景筛选,AI应用,8工作日,2027-07-12,2027-07-21,425,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,高,否,场景清单,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Risk_Control,,,,,,是,,,,,
427,10.1.6,数字员工低风险场景原型,AI应用,20工作日,2027-07-22,2027-08-18,426,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,高,否,原型,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Risk_Control,,,,,,是,,,,,
428,10.1.7,数字员工试点运行,试点,20工作日,2027-08-19,2027-09-15,427,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,高,否,试点运行报告,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Risk_Control,,,,,,是,,,,,
429,10.1.8,AI应用/数字员工试点完成,里程碑,0工作日,2027-09-16,2027-09-16,428,信息化项目组,信息化项目组,AI服务器供应商,项目决策组,高,是,试点完成报告,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
466,10.2,驾驶舱深化,摘要,,2027-09-17,2027-10-28,,信息化项目组,信息化项目组,,,中,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
430,10.2.1,驾驶舱指标体系深化,驾驶舱,10工作日,2027-09-17,2027-09-30,429,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,中,否,指标体系,2026先支撑数据治理沉淀和知识库，2027深化数字员工,,,,,,,,,,,,
431,10.2.2,驾驶舱数据接入与看板深化,驾驶舱,20工作日,2027-10-01,2027-10-28,430,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,中,否,驾驶舱看板,2026先支撑数据治理沉淀和知识库，2027深化数字员工,,,,,,,,,,,,
467,10.3,总体验收与风险缓冲,摘要,,2028-01-03,2028-01-31,,信息化项目组,信息化项目组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
432,10.3.1,项目总体验收材料准备,验收,15工作日,2028-01-03,2028-01-21,431,信息化项目组,信息化项目组,AI服务器供应商,项目决策组,高,否,总体验收材料,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Risk_Control,,是,,,,是,,,作为验收或付款资料的一部分，需保留评审、验收或问题闭环证据。,,
433,10.3.2,项目总体验收前风险缓冲,缓冲,5工作日,2028-01-24,2028-01-28,432,信息化项目组,信息化项目组,AI服务器供应商,信息化项目管理工作室,高,否,缓冲记录,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Risk_Control,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
434,10.3.3,项目总体验收,里程碑,0工作日,2028-01-31,2028-01-31,"433,420",信息化项目组,信息化项目组,AI服务器供应商,项目决策组,高,是,总体验收报告,2026先支撑数据治理沉淀和知识库，2027深化数字员工,Gate,,是,,,,是,,,作为验收或付款资料的一部分，需保留评审、验收或问题闭环证据。,,
